Time_to_land;Initial_time;ARP_distance;ARP_azimuth;Heading;Altitude;IAS;GS;Barometric_pressure;Wind_direction;Wind_variability;Wind_speed;Visibility;European_airlines;American_airlines;Latam_airlines;Other_airlines;Day_of_the_week;Mix_index;WTC;RWY
664;20975;67981.30602;259.5778847;237.7812601;3063.24;277;412;1017;330;0;9;10000;0;0;0;1;2;100;H;25R
894;21064;67734.30358;92.74458942;86.44361717;5318.76;280;394;1017;330;0;9;10000;1;0;0;0;2;118.1818182;M;25R
1038;21064;67126.01019;92.79419504;85.88650959;5440.68;250;360;1017;330;0;9;10000;1;0;0;0;2;118.1818182;M;25R
588;53121;67853.00224;67.0043242;105.969684;3108.96;313;300;1017;120;45;7;10000;1;0;0;0;2;128.5714286;M;07L
802;69958;67942.5226;65.91294386;98.95840934;3779.52;271;282;1016;70;0;8;10000;1;0;0;0;2;144.4444444;M;07L
613;21009;67923.95047;224.1813918;171.8285387;2705.1;242;430;1017;330;0;9;10000;1;0;0;0;2;120;M;25R
937;21354;67901.16337;256.2199981;233.8188175;2758.44;256;396;1017;330;0;9;10000;1;0;0;0;2;118.1818182;M;25R
1201;77922;67933.24376;224.8411108;211.4802543;4907.28;262;398;1017;60;0;7;10000;1;0;0;0;2;83.33333333;M;2
1169;21659;67510.36875;260.1431872;235.8668159;4541.52;284;444;1017;330;0;7;10000;1;0;0;0;2;114.2857143;M;25R
973;49560;67985.057;224.8358383;185.4070819;4427.22;252;428;1017;110;40;9;10000;1;0;0;0;2;150;M;07L
1344;21754;67998.97688;276.0955933;272.880443;3962.4;239;412;1017;330;0;7;10000;1;0;0;0;2;113.3333333;M;25R
1004;60010;67650.36969;42.57245969;51.44818721;3368.04;249;460;1016;90;30;8;10000;1;0;0;0;2;100;M;07L
1331;22665;67982.17216;225.0307753;177.8585806;2773.68;270;426;1017;330;0;7;10000;1;0;0;0;2;120;M;25R
1362;22740;67794.50425;225.5041093;178.6107176;3962.4;263;442;1017;330;0;7;10000;1;0;0;0;2;120;M;25R
1006;57767;67402.71673;215.5267019;176.0754068;5006.34;285;382;1017;110;35;8;10000;1;0;0;0;2;100;M;07L
1160;22757;67900.45918;259.6564291;201.3555498;3566.16;265;426;1017;330;0;7;10000;1;0;0;0;2;118.1818182;M;25R
1035;22863;67878.0065;92.69393344;86.51218146;5158.74;301;412;1017;330;0;7;10000;1;0;0;0;2;116.6666667;H;25R
607;50895;67622.03594;65.79895153;99.40209454;3230.88;300;360;1017;120;40;7;10000;1;0;0;0;2;88.88888889;H;07L
1315;23153;54295.05075;137.5837629;111.6094075;4267.2;272;268;1017;330;0;7;10000;1;0;0;0;2;136.3636364;M;25R
1023;60667;67877.14387;37.3341311;6.502721237;3596.64;249;302;1016;90;30;8;10000;1;0;0;0;2;100;M;07L
859;79840;67962.36936;65.88561195;136.1035543;4305.3;221;314;1018;70;0;8;10000;1;0;0;0;2;100;M;2
1461;23178;67861.60996;130.7742443;109.8749635;5463.54;229;316;1017;330;0;7;10000;0;1;0;0;2;133.3333333;H;25R
925;23509;67887.6145;225.4430543;177.9792131;3695.7;258;430;1017;330;35;6;10000;1;0;0;0;2;128.5714286;M;25R
1021;73339;67991.0706;211.4355254;178.2265419;4770.12;270;424;1016;70;0;10;10000;1;0;0;0;2;100;M;07L
907;55688;67994.46376;290.1883495;274.8753131;4853.94;258;424;1017;120;45;7;10000;0;0;0;0;2;100;M;07L
1251;23507;67833.8505;225.4765942;179.2420881;4617.72;240;440;1017;330;35;6;10000;1;0;0;0;2;130.7692308;M;25R
1462;23503;67160.89335;92.78584062;85.77619945;6964.68;256;350;1017;330;35;6;10000;1;0;0;0;2;133.3333333;M;25R
603;50758;67962.26826;65.89683223;99.33312398;3200.4;269;380;1017;120;40;7;10000;1;0;0;0;2;83.33333333;M;07L
653;68377;67902.03037;69.92732054;99.34225823;2735.58;250;318;1016;100;0;7;10000;1;0;0;0;2;122.2222222;M;07L
1479;23574;67501.32565;94.05348628;89.93922593;5859.78;269;392;1017;330;35;6;10000;1;0;0;0;2;126.6666667;M;25R
666;60356;67928.95355;65.87518544;99.3163475;3009.9;270;332;1016;90;30;8;10000;1;0;0;0;2;100;M;07L
1160;23728;67847.70702;225.4458162;156.8125535;4419.6;232;442;1017;330;35;6;10000;1;0;0;0;2;125;M;25R
1133;23808;67987.94416;225.3760671;181.3581944;4145.28;260;442;1017;330;35;6;10000;1;0;0;0;2;123.5294118;M;25R
989;43710;67968.48642;215.6739554;174.5531982;4023.36;237;426;1017;120;35;10;10000;1;0;0;0;2;100;M;07L
1303;23902;67967.29328;208.9525066;166.908826;5181.6;249;442;1017;330;35;6;10000;0;0;0;0;2;123.5294118;M;25R
982;50852;67753.12692;179.0135935;172.6453882;4335.78;271;440;1017;120;40;7;10000;0;0;0;0;2;87.5;M;07L
635;23933;67641.80402;261.3189601;244.8630585;3169.92;255;396;1017;330;35;6;10000;0;0;0;0;2;111.7647059;M;25L
1024;57936;67962.71055;212.1346553;178.2946708;4511.04;270;442;1017;110;35;8;10000;1;0;0;0;2;100;M;07L
986;35146;65673.20316;92.98317821;85.99632964;5189.22;315;444;1018;120;30;8;10000;1;0;0;0;2;100;M;25R
1208;42998;67867.07642;177.7495513;174.3380108;5128.26;275;424;1018;120;35;9;10000;1;0;0;0;2;100;M;07L
1279;65891;67831.32298;178.9830928;174.7739981;4488.18;268;426;1016;110;0;7;10000;1;0;0;0;2;115.3846154;M;07L
743;24626;67944.78095;259.6292759;210.7800165;3101.34;249;410;1017;330;35;6;10000;1;0;0;0;2;114.2857143;M;25R
767;24664;67834.05239;225.4630949;176.6220342;4000.5;277;458;1017;330;35;6;10000;0;0;0;0;2;113.3333333;M;25R
1030;46770;67958.10701;215.6097234;178.5491994;4297.68;231;408;1017;130;30;10;10000;0;0;0;0;2;128.5714286;M;07L
1008;24713;67744.99074;92.7484512;86.0183085;5288.28;238;346;1017;330;35;6;10000;1;0;0;0;2;100;M;25R
706;65385;67443.18163;67.18669016;96.67173097;3947.16;337;314;1016;110;0;7;10000;1;0;0;0;2;133.3333333;M;07L
765;24780;67940.21418;208.8105553;163.2412239;4320.54;260;456;1017;330;35;6;10000;1;0;0;0;2;100;M;25R
655;24914;67977.48464;225.3975496;179.2121677;4389.12;273;442;1017;330;35;6;10000;1;0;0;0;2;100;M;25R
565;24971;67821.5858;255.789218;237.3218054;2423.16;263;408;1017;330;35;6;10000;1;0;0;0;2;100;M;25R
553;25067;67712.33539;246.9495742;212.268799;3223.26;247;408;1017;330;35;6;10000;1;0;0;0;2;100;M;25R
602;25394;67956.57456;272.4261562;273.0306103;2529.84;246;428;1017;330;50;6;10000;0;0;0;1;2;100;H;25R
1076;25354;67851.24107;92.67691726;86.04715997;5006.34;249;350;1017;330;50;6;10000;1;0;0;0;2;100;M;25R
1025;48509;67804.7924;179.0159893;170.8328159;4739.64;238;426;1017;110;0;10;10000;1;0;0;0;2;133.3333333;M;07L
596;25479;67684.38009;259.897272;215.8530513;3543.3;277;442;1017;330;50;6;10000;1;0;0;0;2;113.3333333;M;25R
955;51402;67986.29631;292.8610954;338.1773619;2438.4;256;446;1017;120;40;7;10000;1;0;0;0;2;108.3333333;M;07L
693;26171;67801.21741;209.0508584;174.5669798;3931.92;247;382;1017;330;50;6;10000;1;0;0;0;2;120;M;25R
701;26287;67921.14838;208.9704085;164.6938405;3596.64;245;414;1017;330;50;6;10000;1;0;0;0;2;120;M;25R
860;73368;67972.05104;164.7726279;163.4080281;5082.54;255;440;1016;70;0;10;10000;1;0;0;0;2;100;M;07L
641;26383;67977.97148;275.9436013;280.2504353;3002.28;245;410;1017;330;50;6;10000;1;0;0;0;2;118.1818182;M;25R
686;27372;67892.15751;208.8637897;175.3598323;2834.64;255;426;1018;340;65;3;10000;1;0;0;0;2;140;M;25R
652;27603;67924.44807;225.6191982;177.8532557;3078.48;244;440;1018;340;65;3;10000;1;0;0;0;2;150;M;25R
772;27872;67914.66684;208.8978366;168.8711254;3238.5;296;490;1018;340;65;3;10000;0;1;0;0;2;100;H;25R
683;28468;67989.62751;208.8596991;174.5789345;3878.58;272;446;1018;340;65;3;10000;1;0;0;0;2;150;M;25R
664;28572;67993.81594;208.2991271;176.1624122;3131.82;258;412;1018;340;65;3;10000;1;0;0;0;2;140;M;25R
962;28700;67900.07139;275.9936482;273.4955676;2453.64;245;408;1018;340;65;3;10000;1;0;0;0;2;133.3333333;M;25R
671;29014;67903.57521;208.9433238;159.9777085;3276.6;276;380;1018;180;0;1;10000;1;0;0;0;2;128.5714286;M;25R
990;28898;67934.00163;276.012812;275.0850285;2903.22;254;414;1018;180;0;1;10000;1;0;0;0;2;133.3333333;M;25R
1150;62198;67907.46745;178.9689449;173.2687971;4023.36;267;442;1016;100;30;8;10000;1;0;0;0;2;100;M;07L
859;29159;67973.65986;225.3882675;181.4234868;3375.66;259;424;1018;180;0;1;10000;1;0;0;0;2;128.5714286;M;25R
681;29210;67865.07967;209.0269021;172.9155161;3718.56;279;408;1018;180;0;1;10000;1;0;0;0;2;125;M;25R
719;29483;67935.1928;259.6987541;240.996825;3101.34;264;408;1018;180;0;1;10000;0;0;0;1;2;100;M;25R
737;29644;67758.55753;276.1456325;275.0746123;2918.46;267;267;1018;180;0;1;10000;1;0;0;0;2;100;M;25R
714;29568;67871.0626;259.7950241;199.1124772;3078.48;249;414;1018;180;0;1;10000;0;0;0;1;2;100;M;25R
740;29807;67925.23747;208.832956;173.9704243;3756.66;274;446;1018;180;0;1;10000;1;0;0;0;2;100;M;25R
838;29987;67976.56551;259.5509247;240.6992351;3291.84;267;412;1018;180;0;1;10000;1;0;0;0;2;100;M;25R
968;30981;67873.27335;92.70290079;86.0303662;5166.36;251;344;1018;140;55;5;10000;1;0;0;0;2;100;M;25R
864;61692;67761.8075;42.64802398;35.78378073;3596.64;256;478;1016;100;30;8;10000;1;0;0;0;2;100;M;07L
751;31043;67943.2538;259.6112687;207.5329076;3093.72;256;426;1018;140;55;5;10000;0;1;0;0;2;100;M;25R
844;31442;67935.91918;208.7765077;153.155164;3505.2;280;378;1018;140;55;5;10000;1;0;0;0;2;100;M;25R
751;61058;67912.29986;65.86435402;99.24170175;3848.1;277;334;1016;90;30;8;10000;1;0;0;0;2;100;M;07L
1078;31820;67909.7182;38.47721779;41.22360803;4091.94;258;492;1018;140;55;5;10000;1;0;0;0;2;100;M;25R
692;32105;67942.41324;259.9075778;198.972241;3489.96;257;414;1018;140;55;5;10000;1;0;0;0;2;100;M;25R
778;32153;67989.19962;259.566081;200.9150642;3992.88;267;430;1018;140;55;5;10000;1;0;0;0;2;100;M;25R
1006;55300;67850.11514;224.9875571;211.9029754;4572;269;424;1017;120;45;7;10000;1;0;0;0;2;100;M;07L
691;33028;67978.39516;225.4551772;178.7819182;2537.46;268;444;1018;120;0;7;10000;1;0;0;0;2;100;M;25R
1207;54957;67851.13256;215.6616781;177.8947567;4648.2;245;430;1017;120;45;7;10000;1;0;0;0;2;100;M;07L
708;33168;67758.16352;225.5038443;177.6112613;3596.64;281;458;1018;120;0;7;10000;1;0;0;0;2;100;M;25R
577;33655;67880.79187;242.95042;238.6808914;3360.42;241;392;1018;120;0;7;10000;0;0;0;1;2;100;M;25R
989;73572;67914.20095;224.7998157;213.0833262;5631.18;277;424;1016;70;0;10;10000;1;0;0;0;2;100;M;2
999;61850;67864.45243;224.9563088;207.4358295;4480.56;260;412;1016;100;30;8;10000;1;0;0;0;2;100;M;07L
885;35207;67808.68801;130.49635;110.7820799;4632.96;316;408;1018;120;30;8;10000;0;1;0;0;2;100;H;25R
1143;68897;67917.26517;178.9867393;173.4701558;4328.16;270;424;1016;70;0;8;10000;1;0;0;0;2;120;M;07L
731;35874;67973.56552;275.2746221;273.5714658;2720.34;270;426;1018;120;30;8;10000;0;0;0;1;2;133.3333333;H;25R
960;35730;67916.39483;218.3633604;178.1766639;2918.46;279;458;1018;120;30;8;10000;1;0;0;0;2;140;M;25R
605;36388;67883.02408;271.8460488;273.0676025;2293.62;255;412;1018;120;0;9;10000;0;0;0;1;2;140;M;25R
584;36497;67862.38373;240.6244818;239.5248218;3048;258;398;1018;120;0;9;10000;1;0;0;0;2;140;M;25R
651;36762;67878.25482;209.0560648;172.8551593;3528.06;253;394;1018;120;0;9;10000;1;0;0;0;2;133.3333333;M;25R
619;37551;67939.16376;272.941456;274.6246274;2506.98;256;440;1018;120;0;9;10000;0;0;0;1;2;133.3333333;J;25R
555;37625;67605.9025;258.066068;214.8877215;3192.78;280;430;1018;120;0;9;10000;1;0;0;0;2;157.1428571;M;25R
567;37914;67711.28154;223.6431322;173.8970207;2941.32;245;428;1018;120;35;9;10000;1;0;0;0;2;157.1428571;M;25R
908;62574;67848.41591;204.0875823;176.1337746;5478.78;247;412;1016;100;30;8;10000;1;0;0;0;2;100;M;07L
599;38092;67903.92962;225.441795;178.2114481;2598.42;241;428;1018;120;35;9;10000;1;0;0;0;2;157.1428571;M;25R
591;38222;67777.18918;248.1958802;200.4023509;3329.94;260;414;1018;120;35;9;10000;0;1;0;0;2;150;M;25R
545;38595;67867.63153;240.1542516;201.192344;3208.02;270;428;1018;120;35;9;10000;1;0;0;0;2;122.2222222;M;25R
596;38797;67747.74782;276.0601393;274.8160621;2727.96;263;440;1018;120;35;9;10000;0;0;0;1;2;120;H;25R
891;79599;67877.51096;71.09674286;99.48944028;4389.12;253;318;1018;70;0;8;10000;1;0;0;0;2;100;M;2
984;39082;67663.01591;92.68666137;85.62381585;4975.86;272;376;1018;120;35;9;10000;0;0;0;0;2;144.4444444;M;25R
1197;62630;67701.01318;224.9122334;241.2244768;4541.52;267;408;1016;100;30;8;10000;1;0;0;0;2;100;M;07L
878;39320;67926.69537;130.4777205;109.3490304;4648.2;290;330;1018;120;35;9;10000;0;1;0;0;2;140;H;25R
608;39561;67757.48451;259.3671731;193.247654;3009.9;279;456;1018;120;35;9;10000;1;0;0;0;2;166.6666667;M;25L
787;39662;67944.45733;259.6558598;243.4870675;3025.14;267;408;1018;130;40;8;10000;0;0;0;1;2;166.6666667;M;25R
612;39758;67003.50168;192.1359904;173.3490945;3368.04;237;430;1018;130;40;8;10000;1;0;0;0;2;160;M;25R
708;39974;67890.50671;256.5641409;213.7935238;2865.12;272;426;1018;130;40;8;10000;1;0;0;0;2;144.4444444;M;25R
786;40239;67860.41484;259.7177855;210.419874;3474.72;277;444;1018;130;40;8;10000;1;0;0;0;2;125;M;25R
553;40362;67720.17641;240.0164507;233.3652398;2941.32;262;410;1018;130;40;8;10000;0;0;0;1;2;125;M;25R
672;40447;67937.51269;276.0826098;294.1845619;2727.96;259;462;1018;130;40;8;10000;0;0;0;0;2;122.2222222;H;25R
1026;40975;67981.56605;229.8439767;246.3335805;4122.42;270;408;1018;130;40;8;10000;0;0;0;1;2;144.4444444;M;07L
793;41097;66381.49438;130.9611472;109.6058099;4495.8;316;412;1018;130;40;8;10000;1;0;0;0;2;144.4444444;H;25R
1177;41322;67947.6198;227.7321335;215.0706407;4450.08;226;318;1018;130;40;8;10000;1;0;0;0;2;140;M;07L
771;41300;67902.1146;208.9519779;182.3337225;2552.7;312;430;1018;130;40;8;10000;1;0;0;0;2;144.4444444;M;25R
1188;41558;67922.82544;225.6963143;246.5253764;4937.76;262;396;1018;120;35;9;10000;0;0;0;0;2;136.3636364;M;07R
1143;41567;67983.70954;226.1311833;211.6442199;4267.2;266;414;1018;120;35;9;10000;1;0;0;0;2;133.3333333;M;07L
1073;42871;67790.08228;178.9892578;174.9030681;4221.48;263;350;1018;120;35;9;10000;1;0;0;0;2;100;M;07L
749;42543;67517.16765;42.52757363;51.81803169;3505.2;249;494;1018;120;35;9;10000;1;0;0;0;2;100;M;07L
1102;42470;67918.99815;215.6225021;180.0569933;4594.86;299;458;1018;120;35;9;10000;1;0;0;0;2;100;M;07L
705;42685;67708.38647;65.52369288;111.6840768;3893.82;304;392;1018;120;35;9;10000;0;0;0;0;2;100;M;07L
807;44082;67641.5162;65.40256626;99.20177644;3954.78;341;462;1017;120;35;10;10000;0;0;1;0;2;100;H;07L
687;44078;67902.21902;65.85864484;101.1160058;3177.54;246;286;1017;120;35;10;10000;1;0;0;0;2;100;M;07L
730;59413;67857.67194;65.83009386;99.58616407;3284.22;250;280;1016;90;30;8;10000;1;0;0;0;2;100;M;07L
602;74309;67567.16755;76.90146693;99.37805809;3116.58;319;302;1017;70;30;7;10000;1;0;0;0;2;100;M;07L
880;44494;67675.25872;224.9434266;210.7247826;5135.88;270;428;1017;120;35;10;10000;1;0;0;0;2;133.3333333;M;07L
1106;65471;67748.7698;224.9593963;247.5022522;4846.32;294;426;1016;110;0;7;10000;1;0;0;0;2;130.7692308;M;07L
978;45240;67796.96056;291.7789956;278.2953269;2430.78;263;424;1017;130;30;10;10000;1;0;0;0;2;100;M;07L
864;45121;67740.5091;224.3796841;198.7932871;4038.6;279;446;1017;130;30;10;10000;1;0;0;0;2;100;M;07L
688;80477;67861.62344;37.28997936;0.881409723;4290.06;247;398;1018;70;0;8;10000;1;0;0;0;2;100;M;2
997;45717;67855.9189;224.76955;234.7403123;3322.32;260;260;1017;130;30;10;10000;0;0;0;0;2;100;M;07L
903;73581;67929.10396;292.8712825;275.1093715;3764.28;255;414;1016;70;0;10;10000;1;0;0;0;2;100;M;2
962;45807;67999.48869;215.6496582;179.3591083;4107.18;287;428;1017;130;30;10;10000;1;0;0;0;2;100;M;07L
965;46377;67845.78586;208.7461529;177.8436101;4251.96;232;424;1017;130;30;10;10000;1;0;0;0;2;100;M;07L
1007;66702;67903.57764;215.6263979;179.3418459;5273.04;246;440;1016;100;0;7;10000;1;0;0;0;2;128.5714286;M;07L
1021;46751;67790.66233;224.7869184;247.3353242;3962.4;282;424;1017;130;30;10;10000;0;0;0;1;2;133.3333333;M;07L
1029;46706;67929.51805;225.567933;247.4056232;4137.66;280;424;1017;130;30;10;10000;0;0;0;0;2;100;H;07R
1030;47474;67858.94918;224.8270495;235.2430864;4312.92;240;392;1017;110;0;10;10000;1;0;0;0;2;128.5714286;M;07L
615;48952;67336.54631;37.32266648;357.1456818;3101.34;248;462;1017;110;40;9;10000;0;0;1;0;2;133.3333333;H;07L
1082;47844;67854.38493;225.0222858;199.8855469;4305.3;267;428;1017;110;0;10;10000;1;0;0;0;2;128.5714286;M;07L
616;79620;67930.5496;37.30113791;345.7193849;3314.7;253;314;1018;70;0;8;10000;1;0;0;0;2;100;M;2
977;48949;67843.46697;224.9793774;197.7887225;4411.98;256;408;1017;110;40;9;10000;1;0;0;0;2;140;M;07L
999;49622;67966.53491;292.9007088;273.6404479;4183.38;265;426;1017;110;40;9;10000;1;0;0;0;2;125;M;07L
1058;51197;67821.49646;224.7947846;241.6411991;4130.04;268;408;1017;120;40;7;10000;1;0;0;0;2;109.0909091;M;07L
997;51285;67803.8541;223.538096;247.5718744;5280.66;249;410;1017;120;40;7;10000;1;0;0;0;2;108.3333333;M;07L
963;51056;67912.81927;215.652112;179.5696047;4358.64;264;392;1017;120;40;7;10000;1;0;0;0;2;110;M;07L
922;72747;67953.69017;201.4375113;177.7885786;5143.5;244;428;1016;70;0;10;10000;1;0;0;0;2;100;M;07L
671;51864;67955.20242;66.56627785;105.9448599;3268.98;252;318;1017;120;40;7;10000;1;0;0;0;2;88.88888889;M;07L
952;52134;67945.61681;292.8702633;274.3752543;3581.4;248;426;1017;120;40;7;10000;0;0;0;1;2;90;H;07L
887;52713;67747.2439;215.6133612;178.6894229;4244.34;238;424;1017;120;45;7;10000;1;0;0;0;2;112.5;M;07L
1165;53507;67900.78304;292.8675993;238.6654542;4191;276;424;1017;120;45;7;10000;1;0;0;0;2;125;M;07L
614;54399;67556.15514;65.49149902;99.27961021;3840.48;250;330;1017;120;45;7;10000;1;0;0;0;2;140;M;07L
684;55633;67701.88396;42.60732247;0.938472234;3200.4;249;492;1017;120;45;7;10000;1;0;0;0;2;100;M;07L
765;55386;67984.55849;66.06011363;99.67820633;3208.02;262;270;1017;120;45;7;10000;1;0;0;0;2;100;M;07L
563;71234;62400.34601;77.54767027;99.41031631;3154.68;341;296;1016;80;0;8;10000;1;0;0;0;2;140;M;07L
1105;56843;67954.31598;225.0145441;243.8957601;4739.64;252;382;1017;120;50;7;10000;1;0;0;0;2;100;M;07L
972;57564;67865.95101;215.6415859;177.2587878;4251.96;266;444;1017;120;50;7;10000;1;0;0;0;2;100;M;07L
1074;57835;67810.41405;224.7977118;216.2349435;4701.54;273;424;1017;110;35;8;10000;0;0;0;1;2;100;M;07L
1037;58557;67973.43263;225.0494637;233.743303;5212.08;263;408;1017;110;35;8;10000;1;0;0;0;2;100;M;07L
1101;58536;67928.51809;215.6481674;181.9566318;4549.14;261;394;1017;110;35;8;10000;1;0;0;0;2;100;M;07L
990;58819;67881.431;224.8463914;213.1971118;4579.62;263;414;1017;110;35;8;10000;1;0;0;0;2;100;M;07L
1037;59531;67801.48863;224.7778385;238.7143956;4343.4;259;394;1016;90;30;8;10000;1;0;0;0;2;100;M;07L
1111;59730;67682.30132;224.9182874;210.8376525;4183.38;269;428;1016;90;30;8;10000;1;0;0;0;2;100;M;07L
1090;59877;67574.06889;224.9319063;211.4759907;4648.2;256;408;1016;90;30;8;10000;1;0;0;0;2;100;M;07L
1126;59934;67998.69574;225.0090144;199.3855823;4709.16;273;430;1016;90;30;8;10000;1;0;0;0;2;100;M;07L
1019;61001;66728.90499;224.6546449;213.2379326;4320.54;280;430;1016;90;30;8;10000;1;0;0;0;2;100;M;07L
934;61146;67496.40847;215.5480415;174.3286674;4236.72;247;428;1016;90;30;8;10000;1;0;0;0;2;100;M;07L
1044;61319;67867.70052;178.9746033;173.6356873;4876.8;245;378;1016;100;30;8;10000;1;0;0;0;2;100;M;07L
1210;75689;67932.6051;224.8172103;234.7672618;5455.92;257;392;1017;60;0;8;10000;1;0;0;0;2;83.33333333;M;2
916;61768;67960.56834;178.9850269;171.5841618;4549.14;270;458;1016;100;30;8;10000;1;0;0;0;2;100;M;07L
990;61852;67998.87989;178.9747372;176.4896518;4191;248;430;1016;100;30;8;10000;1;0;0;0;2;100;M;07L
1021;62347;67896.47912;215.6175632;177.6763012;4259.58;263;446;1016;100;30;8;10000;1;0;0;0;2;100;M;07L
993;62260;67510.00175;291.9060302;275.1019969;4290.06;247;376;1016;100;30;8;10000;1;0;0;0;2;100;M;07L
1089;62722;67819.82491;290.8268811;275.2523472;5097.78;295;444;1016;100;30;8;10000;0;0;0;0;2;100;H;07L
1001;62858;67988.43222;210.0199116;179.3946557;4389.12;262;408;1016;100;30;8;10000;1;0;0;0;2;111.7647059;M;07L
1202;63088;67931.05998;225.0115387;212.0023805;4404.36;262;426;1016;90;30;7;10000;1;0;0;0;2;112.5;M;07L
1117;63779;67930.90421;224.9991967;235.61962;4411.98;252;394;1016;90;30;7;10000;1;0;0;0;2;116.6666667;M;07L
1097;64216;67899.28522;292.8910797;275.8493439;4572;258;442;1016;90;30;7;10000;0;0;0;1;2;118.1818182;J;07L
1235;64461;67979.02443;292.8916554;271.9384059;4587.24;252;408;1016;90;30;7;10000;1;0;0;0;2;140;M;07L
1218;64878;67543.60746;215.6198624;180;4244.34;280;424;1016;110;0;7;10000;1;0;0;0;2;140;M;07L
1083;65042;67677.96911;179.0008643;176.1454952;4206.24;273;366;1016;110;0;7;10000;1;0;0;0;2;136.3636364;M;07L
1117;66170;67945.28648;224.9870707;242.99233;4884.42;267;408;1016;110;0;7;10000;1;0;0;0;2;128.5714286;M;07L
1072;65315;67912.93065;225.0143613;210.9427021;3954.78;269;414;1016;110;0;7;10000;1;0;0;0;2;133.3333333;M;07L
999;65607;67723.0189;293.0377741;270.5426972;4579.62;258;414;1016;110;0;7;10000;1;0;0;0;2;114.2857143;M;07L
1039;65572;67992.79432;225.0093514;210.3947515;4792.98;279;430;1016;110;0;7;10000;1;0;0;0;2;115.3846154;M;07L
985;65795;67905.74255;225.0204295;224.6706373;4572;261;396;1016;110;0;7;10000;1;0;0;0;2;116.6666667;M;07L
1060;66035;67937.95754;292.8776379;274.7797555;3108.96;261;446;1016;110;0;7;10000;0;0;0;1;2;115.3846154;H;07L
965;66376;67780.47041;178.9625925;176.1168647;5273.04;245;344;1016;110;0;7;10000;1;0;0;0;2;128.5714286;M;07L
986;66904;67817.75236;224.7915562;239.5132936;4411.98;275;410;1016;100;0;7;10000;0;0;0;1;2;128.5714286;M;07L
1054;66855;67832.1674;224.945224;210.3401437;4411.98;265;410;1016;100;0;7;10000;1;0;0;0;2;128.5714286;M;07L
1042;67236;67932.77044;224.8357232;239.8839958;3832.86;259;392;1016;100;0;7;10000;0;0;0;1;2;114.2857143;M;07L
1079;67710;67953.27721;292.8628904;269.8095898;4175.76;253;414;1016;100;0;7;10000;1;0;0;0;2;114.2857143;M;07L
1110;67519;67754.25187;178.9593116;175.9436674;4419.6;276;440;1016;100;0;7;10000;1;0;0;0;2;114.2857143;M;07L
983;69529;67953.49986;215.655265;177.7383562;4251.96;271;440;1016;70;0;8;10000;1;0;0;0;2;128.5714286;M;07L
1034;69756;67955.08883;224.8100807;216.2457454;4411.98;276;428;1016;70;0;8;10000;0;1;0;0;2;125;H;07L
1013;70514;67315.86447;291.5883472;273.3090524;4648.2;258;414;1016;80;0;8;10000;0;0;0;1;2;133.3333333;M;07L
766;71711;67499.59282;179.0204171;173.0526357;4023.36;265;;1016;80;0;8;10000;1;0;0;0;2;140;M;07L
967;71730;67945.62978;178.9577309;173.1773312;4305.3;255;426;1016;80;0;8;10000;1;0;0;0;2;133.3333333;M;07L
1033;72097;67823.25337;224.9272019;210.7952187;4411.98;268;410;1016;70;0;10;10000;1;0;0;0;2;133.3333333;M;07L
700;72350;67573.12753;42.56640899;52.15595452;3627.12;254;492;1016;70;0;10;10000;1;0;0;0;2;128.5714286;M;07L
1119;72516;67900.32922;224.8629467;241.0953925;5212.08;263;398;1016;70;0;10;10000;0;0;0;1;2;100;M;2
620;72698;67933.79038;65.91789395;99.25277082;3878.58;277;312;1016;70;0;10;10000;1;0;0;0;2;100;M;07L
936;72982;67841.28979;179.0013184;161.2900178;4297.68;254;430;1016;70;0;10;10000;1;0;0;0;2;100;M;07L
1146;73099;67925.50328;224.835599;210.4606372;5516.88;254;412;1016;70;0;10;10000;1;0;0;0;2;100;M;2
1045;75822;67976.37333;224.8364678;212.2468664;5471.16;251;408;1017;60;0;8;10000;1;0;0;0;2;83.33333333;M;2
1178;76350;67661.71034;224.7567724;212.7153356;6088.38;256;410;1017;60;0;8;10000;1;0;0;0;2;80;M;2
820;77350;67890.01235;292.9179021;275.5838665;3733.8;274;274;1017;60;0;8;10000;1;0;0;0;2;80;M;2
939;78045;67821.26745;178.9693808;172.2819613;4754.88;252;424;1017;60;0;7;10000;1;0;0;0;2;85.71428571;M;2
1048;78287;67790.82595;178.9539117;173.2769396;5547.36;281;440;1017;60;0;7;10000;1;0;0;0;2;87.5;M;2
1282;78560;67876.9191;178.4034231;175.9937355;5410.2;260;392;1017;60;0;7;10000;0;0;0;0;2;87.5;M;2
890;79227;67890.22117;292.913031;274.4569252;4008.12;232;232;1018;70;0;8;10000;1;0;0;0;2;83.33333333;M;2
1018;79684;67911.44413;224.8847337;234.10713;4305.3;278;414;1018;70;0;8;10000;0;0;0;1;2;100;M;2
1016;28257;67717.9641;294.8670731;272.1373014;4495.8;233;398;1019;300;30;6;10000;1;0;0;0;3;133.3333333;M;07L
1044;68749;67913.54561;291.88964;274.8888634;4876.8;273;424;1017;80;0;10;10000;0;0;0;1;3;100;M;07L
1051;51654;67962.07876;66.03763837;99.30256649;4145.28;278;266;1017;80;0;8;10000;1;0;0;0;3;144.4444444;M;07L
792;57872;65208.13414;41.33995362;15.98472118;3870.96;310;394;1017;90;30;7;10000;1;0;0;0;3;100;M;07L
