Time_to_land;Initial_time;ARP_distance;ARP_azimuth;Heading;Altitude;IAS;GS;Barometric_pressure;Wind_direction;Wind_variability;Wind_speed;Visibility;European_airlines;American_airlines;Latam_airlines;Other_airlines;Day_of_the_week;Mix_index;WTC;RWY
1000;16661;67883.93805;220.9243034;231.1460575;5532.12;269;446;1030;330;0;6;10000;1;0;0;0;2;100;M;2
978;17916;67676.66176;197.834011;179.0600373;4983.48;270;446;1030;330;0;6;10000;0;0;0;1;2;100;M;2
629;19409;67730.51887;358.8470445;264.0447748;3048;253;318;1030;330;0;4;10000;1;0;0;0;2;100;M;2
965;68865;67936.70453;11.7798158;268.7309409;3665.22;255;330;1033;60;0;3;10000;1;0;0;0;2;100;M;07L
722;57152;67938.72596;9.543715674;336.3205706;3741.42;238;270;1032;70;30;11;10000;1;0;0;0;2;100;M;07L
725;77027;67958.70917;292.8613983;264.5029369;4579.62;249;442;1034;60;0;6;10000;1;0;0;0;2;100;M;2
856;20235;67796.45581;352.5148964;234.9309298;4869.18;219;300;1030;320;0;6;10000;1;0;0;0;2;100;M;25R
858;58025;67876.88428;11.70920607;237.053931;3939.54;215;334;1032;70;0;11;10000;1;0;0;0;2;100;M;07L
771;70016;67864.82765;11.17988121;330.0788337;3878.58;251;282;1033;60;0;3;10000;1;0;0;0;2;100;M;07L
896;36784;67976.63369;292.8642116;274.1153311;4480.56;262;462;1032;282;180;6;10000;1;0;0;0;2;100;M;07L
1051;61277;67766.52201;222.1289061;232.2798218;5151.12;277;440;1032;80;0;10;6000;1;0;0;0;2;100;M;07L
779;71931;67326.50373;15.88377175;342.2556376;3672.84;287;344;1033;70;0;7;10000;1;0;0;0;2;100;M;07L
698;21887;67771.99523;352.4582817;236.2972086;4419.6;251;330;1031;320;0;7;10000;1;0;0;0;2;100;M;25R
907;33919;67902.85637;10.3517477;252.5075002;4724.4;250;314;1032;320;35;8;10000;1;0;0;0;2;100;M;25R
790;48052;67316.06316;42.41308471;34.2554259;3855.72;269;460;1032;80;30;12;10000;1;0;0;0;2;100;M;07L
1218;78457;67964.51477;42.7317026;51.67003961;4480.56;247;458;1034;70;0;7;10000;1;0;0;0;2;150;M;2
684;22206;67671.44446;350.2707906;259.3303589;3589.02;214;254;1031;320;0;7;10000;1;0;0;0;2;100;M;25R
862;67360;67094.3093;16.42658948;295.1093104;3611.88;225;266;1020;270;70;5;10000;1;0;0;0;2;140;M;07L
900;22912;67710.86848;38.40754062;15.24837113;4594.86;299;408;1031;320;0;7;10000;1;0;0;0;2;100;M;25R
656;57338;67911.27598;52.60618095;0.469775401;2910.84;301;424;1032;70;30;11;10000;1;0;0;0;2;100;M;07L
697;23093;67973.96026;259.6116007;230.0456978;3086.1;250;414;1031;320;0;7;10000;1;0;0;0;2;100;M;25R
903;23549;67221.9555;17.75745467;340.9287524;4038.6;258;414;1031;320;0;6;10000;1;0;0;0;2;140;M;25R
1354;63722;67813.85746;292.9489502;272.4162652;5044.44;258;380;1032;90;0;8;8000;1;0;0;0;2;100;M;07L
638;23397;67640.83256;225.6114118;178.2898524;2720.34;279;446;1031;320;0;7;10000;1;0;0;0;2;100;M;25R
654;23454;67906.71726;254.8121892;233.0152429;3147.06;284;284;1031;320;0;6;10000;0;0;0;1;2;100;H;25R
717;57577;67906.24761;5.991553165;336.4555373;3642.36;239;282;1032;70;30;11;10000;1;0;0;0;2;100;M;07L
801;69295;67421.62544;8.381589215;319.7284209;3680.46;226;266;1033;60;0;3;10000;1;0;0;0;2;100;M;07L
807;23644;67401.81026;36.90028311;46.56236289;4899.66;246;460;1031;320;0;6;10000;1;0;0;0;2;133.3333333;M;25R
634;23856;67880.61521;225.4553449;178.6336696;2636.52;278;430;1031;320;0;6;10000;1;0;0;0;2;133.3333333;M;25R
780;23903;67647.54035;93.63581435;83.17697358;5250.18;270;364;1031;320;0;6;10000;1;0;0;0;2;128.5714286;M;25R
695;38729;67937.75491;64.7484597;94.25357762;3230.88;271;410;1032;60;0;10;10000;1;0;0;0;2;157.1428571;M;07L
943;54946;67995.04706;65.75971265;99.22105291;3733.8;270;350;1032;80;0;12;10000;1;0;0;0;2;128.5714286;M;07L
1012;24001;67833.02494;38.4384577;52.20180805;5135.88;243;446;1031;320;0;6;10000;1;0;0;0;2;125;M;25R
1008;24023;67729.47419;37.74052661;52.27793722;4991.1;258;442;1031;320;0;6;10000;1;0;0;0;2;122.2222222;M;25R
941;24066;67888.88343;10.45768546;240.5217454;4427.22;210;264;1031;320;0;6;10000;1;0;0;0;2;120;M;25R
596;24283;67844.71721;276.0953438;272.6384772;2400.3;252;462;1031;320;0;6;10000;1;0;0;0;2;118.1818182;M;25R
674;24532;67916.33157;259.6601848;232.8571056;2766.06;273;456;1031;320;0;6;10000;1;0;0;0;2;116.6666667;M;25R
988;62873;67952.22458;65.99125279;99.16305401;3253.74;293;238;1032;80;0;10;6000;1;0;0;0;2;100;M;07L
599;25154;67986.65179;212.5705042;178.9339207;2880.36;279;430;1031;320;0;6;10000;0;0;0;0;2;116.6666667;M;25R
570;25153;67980.86452;249.3499383;234.0814019;2918.46;265;442;1031;320;0;6;10000;1;0;0;0;2;118.1818182;M;25R
644;25238;67917.09113;225.4618072;212.0522151;2872.74;270;380;1031;330;30;7;10000;1;0;0;0;2;116.6666667;M;25R
862;37235;67789.63047;179.0113495;161.6785524;4213.86;244;412;1032;282;180;6;10000;1;0;0;0;2;100;M;07L
598;25367;67932.36851;273.7739114;271.9404912;2293.62;252;456;1031;330;30;7;10000;1;0;0;0;2;116.6666667;M;25R
546;25466;67966.24357;241.6462826;239.5659402;3154.68;202;398;1031;330;30;7;10000;0;0;0;0;2;116.6666667;L;25R
602;25964;67999.9769;224.5317419;180;2103.12;269;414;1031;330;30;7;10000;1;0;0;0;2;100;M;25R
878;26203;67520.04775;92.75060567;86.33187577;5151.12;271;348;1031;330;30;7;10000;1;0;0;0;2;100;M;25R
1587;26439;67870.73028;130.5304825;109.8717821;5562.6;285;232;1031;330;30;7;10000;1;0;0;0;2;100;M;25R
892;72356;67760.22483;199.8572841;175.886987;5151.12;265;430;1033;60;0;8;10000;1;0;0;0;2;133.3333333;M;07L
661;26831;67993.02678;210.4193908;177.9319032;3314.7;266;430;1031;330;30;7;10000;1;0;0;0;2;100;M;25R
561;26983;67914.28851;259.8729519;211.0039151;2903.22;263;428;1031;330;30;7;10000;1;0;0;0;2;100;M;25R
592;27330;67909.80815;224.6810253;179.1392804;3413.76;270;442;1031;320;55;7;10000;1;0;0;0;2;100;M;25R
587;27452;67774.49078;225.1155468;180;3459.48;275;440;1031;320;55;7;10000;1;0;0;0;2;100;M;25R
751;38610;67806.7543;8.202693001;339.8896937;3398.52;248;284;1032;60;0;10;10000;1;0;0;0;2;157.1428571;M;07L
975;73266;67946.59522;224.9955356;241.4037589;4831.08;253;440;1033;60;0;8;10000;1;0;0;0;2;150;M;07L
770;54030;67873.1516;68.86372214;99.00394419;3848.1;270;346;1032;80;0;12;10000;1;0;0;0;2;100;H;07L
750;27946;67914.95017;259.6631439;211.3478297;3017.52;266;440;1031;320;55;7;10000;1;0;0;0;2;100;M;25R
1252;63530;67766.69083;224.9380235;212.6810359;5242.56;279;440;1032;90;0;8;8000;1;0;0;0;2;100;M;07L
903;50611;67845.93781;211.081603;180;4572;245;398;1032;90;0;10;10000;1;0;0;0;2;100;M;07L
609;28296;67991.51572;225.3730178;180.1313142;3246.12;251;398;1031;320;55;7;10000;1;0;0;0;2;100;M;25R
687;28644;67918.04142;259.6243406;234.3886659;4008.12;247;446;1031;320;55;7;10000;1;0;0;0;2;100;M;25R
880;65133;67950.89416;65.93941234;99.2414239;3970.02;253;268;1032;70;30;5;10000;1;0;0;0;2;110;M;07L
1028;28819;67503.64592;92.73821869;86.0020886;5318.76;254;332;1031;330;40;5;10000;1;0;0;0;2;100;M;25R
950;79627;67771.81577;65.66229344;99.20170567;4450.08;240;300;1034;70;30;6;10000;1;0;0;0;2;100;M;2
942;54792;67665.18827;293.0289576;271.1276496;4572;250;444;1032;80;0;12;10000;1;0;0;0;2;128.5714286;M;07L
687;28944;67952.10021;214.6848929;172.1245778;3886.2;276;426;1031;330;40;5;10000;1;0;0;0;2;100;M;25R
1080;65302;67843.35696;213.4379427;177.2252714;5524.5;246;424;1032;70;30;5;10000;1;0;0;0;2;110;M;07L
625;29312;67714.28072;276.0801669;284.3760269;2766.06;262;462;1031;330;40;5;10000;1;0;0;0;2;100;M;25R
610;29649;67960.25339;185.8740763;173.6085002;3566.16;242;392;1031;330;40;5;10000;1;0;0;0;2;100;M;25R
574;29642;67923.24819;275.9260731;276.6042353;2773.68;251;398;1031;330;40;5;10000;0;0;0;1;2;100;M;25R
656;29836;67995.96208;190.756107;174.3062371;3489.96;302;380;1031;330;40;5;10000;1;0;0;0;2;100;M;25R
1160;63339;67821.13934;178.9632147;173.3487116;4366.26;266;462;1032;90;0;8;8000;1;0;0;0;2;100;M;07L
1570;78552;67873.37872;221.8227578;234.5922915;5913.12;250;426;1034;70;0;7;10000;1;0;0;0;2;133.3333333;M;2
583;30065;67895.80997;241.6821219;234.9540491;3032.76;256;430;1031;330;40;5;10000;0;0;0;1;2;100;M;25R
615;30336;67881.64534;188.5813316;173.9878625;3223.26;257;424;1031;330;40;5;10000;1;0;0;0;2;100;M;25R
664;58630;67951.35709;65.90684331;99.24930246;3581.4;272;330;1032;70;0;11;10000;1;0;0;0;2;100;M;07L
701;73554;67839.68918;72.89450517;99.41118612;2987.04;250;284;1033;60;0;8;10000;1;0;0;0;2;166.6666667;M;07L
599;31110;67956.11539;276.0818884;273.7215043;2552.7;253;478;1031;330;0;7;10000;0;0;0;1;2;100;H;25R
551;31546;67806.92479;258.6308847;248.3960173;2956.56;241;442;1031;330;0;7;10000;1;0;0;0;2;150;M;25R
594;31724;67913.4187;192.6123382;175.0731778;3337.56;273;444;1031;330;0;7;10000;1;0;0;0;2;150;M;25R
639;31828;67891.10487;185.7572336;173.1433634;3642.36;269;442;1031;330;0;7;10000;1;0;0;0;2;140;M;25R
587;31882;67966.07863;215.7894315;178.911508;2987.04;246;430;1031;330;0;7;10000;1;0;0;0;2;133.3333333;M;25R
627;32055;67580.91804;193.2672833;172.5545781;3672.84;271;394;1031;330;0;7;10000;1;0;0;0;2;133.3333333;M;25R
528;32080;67998.69867;239.2570158;243.2135781;2926.08;237;430;1031;330;0;7;10000;1;0;0;0;2;128.5714286;M;25R
976;32710;67720.68441;38.41789192;27.84921612;5349.24;260;446;1032;320;35;8;10000;1;0;0;0;2;128.5714286;M;25R
723;67397;67818.20975;42.71827166;52.11451172;3611.88;259;462;1020;270;70;5;10000;1;0;0;0;2;133.3333333;M;07L
614;33064;67745.14051;248.9616135;213.4758873;3139.44;265;462;1032;320;35;8;10000;0;0;0;0;2;133.3333333;M;25R
824;33714;67938.59697;259.6327117;238.2089915;3055.62;269;446;1032;320;35;8;10000;1;0;0;0;2;100;M;25R
628;34029;67879.4939;208.9625409;175.4139151;3954.78;272;444;1032;320;35;8;10000;1;0;0;0;2;100;M;25R
781;34725;67945.32869;208.8184809;146.310297;5097.78;278;394;1032;320;80;4;10000;1;0;0;0;2;100;M;25R
938;35959;67847.83636;224.1020239;180;3924.3;271;440;1032;320;80;4;10000;1;0;0;0;2;100;M;07L
825;67587;67997.8205;65.96996847;99.22793606;3581.4;247;344;1020;270;70;5;10000;1;0;0;0;2;115.3846154;M;07L
942;36748;67986.88465;215.6572768;179.1404453;4259.58;261;446;1032;282;180;6;10000;1;0;0;0;2;100;M;07L
1049;37645;67728.82788;292.9786878;271.4051123;4061.46;246;472;1032;282;180;6;10000;0;0;0;1;2;100;H;07L
1090;37852;67754.71579;292.9651309;274.5649814;4442.46;273;476;1032;60;0;10;10000;0;0;0;1;2;133.3333333;J;07L
1008;37801;67826.52251;205.2396764;178.912542;4396.74;259;478;1032;60;0;10;10000;1;0;0;0;2;150;M;07L
821;54078;67856.8617;32.37453984;13.5867662;3474.72;310;378;1032;80;0;12;10000;1;0;0;0;2;133.3333333;M;07L
703;69911;67979.57043;57.92831292;52.31341331;2880.36;268;456;1033;60;0;3;10000;1;0;0;0;2;100;M;07L
1286;37814;67830.81189;224.8092616;238.9821788;4023.36;245;424;1032;60;0;10;10000;1;0;0;0;2;140;M;07L
1316;38481;67958.12184;224.8269047;241.8534053;4114.8;252;440;1032;60;0;10;10000;1;0;0;0;2;166.6666667;M;07L
778;38779;67714.87606;68.4522648;99.19839884;5364.48;241;254;1032;60;0;10;10000;1;0;0;0;2;150;M;07L
1183;39305;67684.53846;224.8077858;212.3382629;4442.46;259;440;1032;60;0;10;10000;0;0;0;1;2;137.5;M;07L
872;40460;67915.26745;202.1583118;168.4727249;4762.5;282;478;1032;70;0;10;10000;1;0;0;0;2;150;M;07L
934;40931;67467.00684;296.8095193;271.9112131;4617.72;256;446;1032;70;0;10;10000;0;0;0;1;2;100;M;07L
919;41318;67390.12191;295.8993257;274.6392665;3825.24;239;456;1032;70;0;10;10000;1;0;0;0;2;100;M;07L
924;41370;67883.59253;178.9567783;172.5950394;4533.9;280;442;1032;70;0;10;10000;1;0;0;0;2;100;M;07L
929;41926;67884.09578;215.708419;180.1729523;5532.12;266;440;1032;70;30;10;10000;1;0;0;0;2;100;M;07L
732;78523;67891.97264;66.11655969;135.2885046;3878.58;245;330;1034;70;0;7;10000;1;0;0;0;2;140;M;2
974;42177;67901.29636;292.8950983;274.4092872;3101.34;242;456;1032;70;30;10;10000;0;0;0;1;2;100;M;07L
914;42347;67866.33717;178.9903936;176.1911692;3855.72;280;408;1032;70;30;10;10000;1;0;0;0;2;100;M;07L
822;42339;67808.02156;65.67088456;99.07540559;2903.22;330;332;1032;70;30;10;10000;1;0;0;0;2;100;M;07L
685;60591;67886.23738;66.06216132;98.95160925;3657.6;271;314;1032;80;0;11;10000;1;0;0;0;2;100;M;07L
902;42925;67943.18171;215.6512859;176.4220287;4526.28;256;414;1032;70;30;10;10000;1;0;0;0;2;100;M;07L
840;42980;67706.62669;224.7956018;243.8763876;4419.6;254;446;1032;70;30;10;10000;1;0;0;0;2;100;M;07L
805;42995;67938.87407;197.9064719;176.9905825;3550.92;310;424;1032;70;30;10;10000;0;1;0;0;2;100;M;07L
839;43396;67811.25509;178.9498085;171.9280118;4168.14;265;430;1032;70;0;12;10000;1;0;0;0;2;100;M;07L
662;45874;67249.31679;36.36789762;28.7783174;3101.34;253;428;1032;70;0;12;10000;0;0;1;0;2;100;H;07L
926;45565;67935.5852;225.6285138;202.5169931;4465.32;260;424;1032;70;0;12;10000;1;0;0;0;2;100;M;07L
997;46634;67691.87678;224.6891773;231.1100003;3246.12;261;428;1032;70;0;12;10000;0;0;0;1;2;200;M;07L
896;46746;67853.68254;212.4589443;179.5861765;3596.64;290;478;1032;70;0;12;10000;1;0;0;0;2;166.6666667;M;07L
985;76230;67951.51286;215.6453644;177.7678096;4251.96;270;456;1034;60;0;6;10000;1;0;0;0;2;100;M;07L
995;47341;67857.83293;225.0065934;229.8211799;2971.8;263;430;1032;80;30;12;10000;1;0;0;0;2;100;M;07L
897;48976;67709.93206;224.7609389;198.417038;5532.12;264;424;1032;90;0;10;10000;1;0;0;0;2;100;M;07L
830;50411;67985.14723;206.4718485;180;4983.48;288;472;1032;90;0;10;10000;1;0;0;0;2;100;M;07L
899;50883;67708.01477;178.9450169;176.1115501;4175.76;262;424;1032;90;0;10;10000;1;0;0;0;2;100;M;07L
1042;50862;67717.99122;224.7856211;200.5333557;4526.28;248;412;1032;90;0;10;10000;1;0;0;0;2;100;M;07L
983;63031;67941.5233;65.93596414;99.35124538;3467.1;276;248;1032;90;0;8;8000;1;0;0;0;2;100;M;07L
967;50956;67850.87531;178.1428211;175.5502098;5204.46;274;446;1032;90;0;10;10000;1;0;0;0;2;100;M;07L
1046;51387;67921.67756;224.8139351;232.4416904;4419.6;265;430;1032;90;0;10;10000;0;0;0;1;2;100;M;07L
1075;51841;67885.28891;224.8071269;238.0998257;4564.38;262;430;1032;90;0;10;10000;0;0;0;1;2;100;M;07L
1130;52253;67730.01697;224.9065092;234.6265149;4411.98;252;408;1032;90;35;10;10000;1;0;0;0;2;100;M;07L
1073;53518;67926.18521;292.9515426;273.7502251;4511.04;267;446;1032;90;35;10;10000;0;0;0;1;2;100;M;07L
940;53514;67837.29896;210.8336782;179.2450436;5387.34;242;440;1032;90;35;10;10000;1;0;0;0;2;100;M;07L
937;53912;67926.8215;292.8863801;273.2392417;4579.62;254;444;1032;90;35;10;10000;0;0;0;0;2;100;M;07L
1030;54778;67887.32019;178.9598121;174.8217796;3352.8;272;376;1032;80;0;12;10000;1;0;0;0;2;133.3333333;M;07L
565;55361;67687.63714;58.49983529;28.33947251;2994.66;272;462;1032;80;0;12;10000;1;0;0;0;2;100;M;07L
996;55697;67860.33385;211.1103607;177.3768301;4244.34;245;440;1032;80;0;12;10000;1;0;0;0;2;100;M;07L
911;55882;67638.21277;201.1807219;178.5234706;5273.04;239;440;1032;70;30;11;10000;1;0;0;0;2;100;M;07L
1003;56589;67824.11763;222.9247549;235.172147;5524.5;249;424;1032;70;30;11;10000;1;0;0;0;2;100;M;07L
608;57584;67974.36247;68.96100953;99.24624393;3718.56;278;332;1032;70;30;11;10000;1;0;0;0;2;100;M;07L
1433;79249;67762.40033;213.6157614;180.2351116;4556.76;253;456;1034;70;30;6;10000;1;0;0;0;2;100;M;2
1077;57703;67919.96455;224.9959505;234.0153898;4251.96;264;424;1032;70;0;11;10000;1;0;0;0;2;100;M;07L
1177;58164;67393.30589;202.9601203;184.6748396;5356.86;258;444;1032;70;0;11;10000;1;0;0;0;2;100;M;07L
939;58314;67667.93975;224.9496116;233.1637337;3939.54;265;440;1032;70;0;11;10000;1;0;0;0;2;100;M;07L
641;60163;67572.11604;38.72212957;358.3363221;2788.92;301;414;1032;80;0;11;10000;1;0;0;0;2;100;M;07L
965;59048;67897.86178;224.9709331;213.148919;4404.36;263;440;1032;70;0;11;10000;1;0;0;0;2;100;M;07L
635;59781;67909.24768;81.0452926;88.45933994;3550.92;239;286;1032;80;0;11;10000;0;0;0;0;2;100;L;07L
959;60220;67769.74765;178.9889545;173.2286986;4792.98;289;458;1032;80;0;11;10000;1;0;0;0;2;100;M;07L
1075;60504;67821.22853;222.2395502;247.5074498;3962.4;254;478;1032;80;0;11;10000;0;0;0;0;2;100;M;07L
1232;62037;67824.87504;215.6142727;178.6124268;5791.2;273;446;1032;80;0;10;6000;1;0;0;0;2;100;M;07L
1311;62274;67924.66061;225.0140373;234.588516;4610.1;247;424;1032;80;0;10;6000;1;0;0;0;2;100;M;07L
1373;62517;67920.10358;224.9604547;213.0555051;5730.24;253;440;1032;80;0;10;6000;1;0;0;0;2;100;M;07L
1100;62652;67839.9849;215.6322917;179.180097;4831.08;279;446;1032;80;0;10;6000;1;0;0;0;2;100;M;07L
1182;63566;67975.89091;178.9942759;175.4698747;4198.62;303;382;1032;90;0;8;8000;1;0;0;0;2;100;M;07L
1351;63835;67877.37129;212.3018615;177.3291418;5029.2;286;474;1032;90;0;8;8000;1;0;0;0;2;100;M;07L
1224;63847;67965.44454;224.8331977;210.8503954;5151.12;316;492;1032;90;0;8;8000;0;0;0;0;2;100;M;07L
1063;64581;67206.74055;202.854175;178.0545508;4648.2;247;430;1032;90;0;8;8000;1;0;0;0;2;87.5;M;07L
1177;64696;67772.85824;292.9446772;272.46981;3482.34;243;460;1032;90;0;8;8000;0;0;0;1;2;90;H;07L
1259;64679;67812.46068;224.9490699;213.5773339;6301.74;280;440;1032;90;0;8;8000;1;0;0;0;2;88.88888889;M;07L
1096;65125;67550.51855;179.0167204;174.7330177;4640.58;268;348;1032;70;30;5;10000;1;0;0;0;2;111.1111111;M;07L
1299;65152;67991.48916;225.0214668;210.7977059;4724.4;238;428;1032;70;30;5;10000;1;0;0;0;2;110;M;07L
937;65808;67633.62595;293.0214048;274.7633034;4191;279;478;1032;70;30;5;10000;0;0;0;1;2;109.0909091;H;07L
1312;65864;67665.14819;179.0168416;176.0047148;4686.3;268;456;1032;70;30;5;10000;1;0;0;0;2;125;M;07L
1228;65975;67827.3837;224.9556428;232.5844221;4983.48;250;440;1032;70;30;5;10000;1;0;0;0;2;125;M;07L
1151;66167;67985.44889;225.0030797;237.5624948;3954.78;252;440;1032;70;30;5;10000;1;0;0;0;2;125;M;07L
1101;66352;67840.9126;65.76920379;99.23818437;4107.18;248;266;1032;70;30;5;10000;1;0;0;0;2;136.3636364;M;07L
965;66383;67991.44444;203.2446298;177.309307;4907.28;271;458;1032;70;30;5;10000;1;0;0;0;2;133.3333333;M;07L
1057;67017;67816.09766;178.9693023;173.0852217;3893.82;290;460;1020;270;70;5;10000;1;0;0;0;2;140;M;07L
1049;67376;67825.24078;224.7980127;212.1142023;3535.68;268;474;1020;270;70;5;10000;0;0;0;0;2;136.3636364;M;07L
652;67460;67946.85925;69.39394524;100.1155706;3192.78;279;346;1020;270;70;5;10000;1;0;0;0;2;133.3333333;M;07L
1119;67585;67801.77621;224.9772522;231.5028788;4175.76;266;446;1020;270;70;5;10000;1;0;0;0;2;116.6666667;M;07L
1176;67676;67981.77647;224.9999434;235.5286241;4587.24;265;442;1020;270;70;5;10000;1;0;0;0;2;114.2857143;M;07L
952;67997;67670.59273;179.0033295;174.3913721;4168.14;276;414;1020;270;70;5;10000;1;0;0;0;2;116.6666667;M;07L
955;68342;67892.4038;178.95989;174.7164193;4130.04;267;382;1020;270;70;5;10000;1;0;0;0;2;100;M;07L
1066;68973;67675.35085;224.890146;204.8401156;4716.78;239;430;1033;60;0;3;10000;1;0;0;0;2;100;M;07L
1110;69205;67861.18591;224.9846008;244.7621559;4236.72;251;440;1033;60;0;3;10000;1;0;0;0;2;100;M;07L
1021;69496;67702.71316;204.5402587;178.7193223;5036.82;243;440;1033;60;0;3;10000;1;0;0;0;2;100;M;07L
1058;69961;67943.56258;225.0363839;232.1826327;4427.22;268;426;1033;60;0;3;10000;1;0;0;0;2;100;M;07L
634;70201;65231.09393;78.46085986;91.50585393;3063.24;270;380;1033;70;0;7;10000;1;0;0;0;2;100;M;07L
667;70306;67681.53735;75.75198013;101.7807301;3870.96;266;302;1033;70;0;7;10000;1;0;0;0;2;100;M;07L
1132;70637;67920.37561;222.9293557;205.5514939;4945.38;275;440;1033;70;0;7;10000;1;0;0;0;2;100;M;07L
1082;70846;67730.62823;224.9286522;237.8407817;4259.58;273;456;1033;70;0;7;10000;1;0;0;0;2;100;M;07L
1199;71582;67883.30494;178.9703228;170.9862046;5524.5;281;414;1033;70;0;7;10000;1;0;0;0;2;100;M;07L
977;74994;67948.65814;224.8854593;233.5688371;4419.6;262;440;1033;70;0;8;10000;0;0;0;1;2;100;M;07L
980;77262;67920.11465;175.9755465;164.4265971;4511.04;281;412;1034;60;0;6;10000;0;0;0;0;2;100;H;07L
963;77359;67789.90359;215.6264703;178.4717248;5334;255;446;1034;60;0;6;10000;1;0;0;0;2;140;M;2
1107;78090;67839.45464;223.8392004;211.1286072;5532.12;265;440;1034;70;0;7;10000;1;0;0;0;2;150;M;2
1313;78866;67828.13868;215.6644908;175.2002574;4724.4;238;442;1034;70;0;7;10000;1;0;0;0;2;100;M;2
1565;78999;67926.8215;292.8863801;269.5872068;4579.62;271;430;1034;70;0;7;10000;1;0;0;0;2;100;M;2
933;12761;67629.9846;217.2229008;203.4442295;4297.68;299;494;1033;0;0;0;10000;1;0;0;0;3;300;H;2
919;14314;67730.69324;203.904196;175.5093105;4800.6;263;460;1033;0;0;0;10000;1;0;0;0;3;300;M;2
842;15087;67967.18729;238.5222247;206.2346901;5463.54;256;444;1033;20;0;2;10000;1;0;0;0;3;100;M;2
766;15964;67763.74861;289.3416437;275.0250534;3284.22;246;458;1033;20;0;2;10000;0;0;0;1;3;100;H;2
1066;16624;67726.18537;201.0336998;174.8702375;5059.68;261;458;1033;350;0;2;10000;0;0;0;0;3;200;M;2
922;17503;67897.55767;206.0074354;181.8098575;4747.26;263;440;1033;350;0;2;10000;0;0;0;1;3;200;M;2
574;19536;67946.06113;356.1380828;352.4666091;2552.7;222;286;1033;340;0;2;10000;1;0;0;0;3;100;M;2
867;31117;67514.25319;10.30464061;354.0878997;4130.04;231;266;1033;320;65;5;7000;1;0;0;0;3;128.5714286;M;25R
693;20536;67983.45095;353.4985555;317.5334338;4343.4;225;318;1033;330;0;2;10000;1;0;0;0;3;100;M;25R
881;46361;67853.68853;49.63608157;52.07156863;4777.74;250;456;1032;140;30;6;10000;1;0;0;0;3;100;M;25R
749;38322;67912.93452;259.6507521;216.9334749;2910.84;252;398;1033;110;0;5;10000;1;0;0;0;3;150;M;25R
668;21693;63927.08072;341.9886406;316.7214273;4312.92;212;348;1033;320;0;3;10000;1;0;0;0;3;100;M;25R
929;33517;67668.3223;355.1306259;55.36468407;4229.1;300;346;1033;340;0;4;8000;1;0;0;0;3;100;M;25R
921;50416;67961.74127;10.38938155;62.83239964;4541.52;212;366;1031;170;40;6;10000;1;0;0;0;3;128.5714286;M;25R
695;22184;67925.00142;339.7422625;328.2750484;4076.7;245;286;1033;320;0;3;10000;1;0;0;0;3;100;M;25R
883;22878;67749.61013;19.0091854;44.7075019;4427.22;296;430;1033;320;0;3;10000;1;0;0;0;3;100;M;25R
869;23381;66625.39454;18.94595745;328.9267609;4480.56;312;456;1033;320;0;3;10000;1;0;0;0;3;100;M;25R
572;23467;67829.72733;238.4440706;232.69311;2994.66;250;444;1033;340;0;3;10000;1;0;0;0;3;100;M;25R
993;23602;67985.14685;38.55618988;39.66105645;4602.48;267;456;1033;340;0;3;10000;1;0;0;0;3;100;M;25R
1004;23784;67968.73821;38.53903704;52.10480418;5257.8;259;456;1033;340;0;3;10000;1;0;0;0;3;100;M;25R
676;23655;67998.78368;225.3730847;178.1957609;2926.08;277;430;1033;340;0;3;10000;1;0;0;0;3;100;M;25R
638;41354;67949.59134;213.7914587;178.1655523;2849.88;260;440;1033;110;35;5;10000;1;0;0;0;3;100;M;25R
598;23826;67660.64015;259.0601238;239.4124289;3048;246;428;1033;340;0;3;10000;1;0;0;0;3;100;M;25R
828;23985;67993.57549;92.70152921;86.1246386;5151.12;270;348;1033;340;0;3;10000;1;0;0;0;3;100;M;25R
1024;24157;67874.33302;38.52314607;51.20053092;4594.86;258;456;1033;340;0;3;10000;1;0;0;0;3;100;M;25R
906;24058;67820.54343;130.4876733;109.8824012;4846.32;250;252;1033;340;0;3;10000;1;0;0;0;3;100;M;25R
708;24360;67901.2144;276.0131296;274.8536248;3032.76;253;414;1033;340;0;3;10000;1;0;0;0;3;100;M;25R
671;24401;67988.67531;259.5441761;215.3352342;4221.48;249;426;1033;340;0;3;10000;1;0;0;0;3;100;M;25R
1051;24834;67404.9663;92.75181331;85.36518962;4968.24;269;318;1033;340;0;3;10000;1;0;0;0;3;100;M;25R
598;25243;67937.50261;270.2840474;273.6998095;2331.72;265;414;1033;50;180;1;10000;1;0;0;0;3;100;M;25R
861;25271;67391.794;130.6491768;109.5044383;4556.76;291;346;1033;50;180;1;10000;1;0;0;0;3;100;M;25R
632;25912;67994.86714;259.5888217;211.9153625;3284.22;259;444;1033;50;180;1;10000;1;0;0;0;3;100;M;25R
581;26859;67582.50786;224.1660299;176.5534508;2811.78;242;440;1033;50;180;1;10000;1;0;0;0;3;100;M;25R
548;26849;67993.75281;238.7422053;211.7528046;2766.06;273;456;1033;50;180;1;10000;1;0;0;0;3;100;M;25R
837;26904;66325.39673;130.9264622;109.6059546;4404.36;265;330;1033;50;180;1;10000;1;0;0;0;3;100;M;25R
905;26937;67175.40299;92.85579459;85.64803536;5135.88;272;350;1033;50;180;1;10000;1;0;0;0;3;100;M;25R
